client_id,client_type,first_name,last_name,date_of_birth,gender,country,region,acquisition_purpose,satisfaction_score,loan_applied,referral_channel,age,age_group,client_ref,total_properties_bought,total_investment_value,avg_property_value,max_property_value,avg_floor_area,latest_purchase_date,Apartment,Office,purchase_recency_days,multi_property_buyer_flag,cluster,hierarchical_cluster,buyer_segment
C0516,Individual,Lawrence,Nelson,,M,USA,Utah,Personal Use,3,No,Website,56.0,46-60,C0516,4,1437837.49,359459.3725,501892.72,1196.8899999999999,2024-11-01,3,1,515,1,2,0,Corporate Buyers
C0517,Individual,Harold,Thompson,,M,USA,California,Personal Use,5,No,Client,56.0,46-60,C0517,4,1115807.0,278951.75,413330.24,939.4875,2025-08-01,4,0,242,1,1,3,Global Investors
C0518,Corporate,Lumina,Co,,F,USA,New York,Personal Use,3,No,Website,56.0,46-60,C0518,4,1633111.65,408277.9125,657039.24,1196.9724999999999,2025-07-01,4,0,273,1,3,0,Luxury Investors
C0519,Individual,Madison,Freeman,1975-10-04,F,USA,Arizona,Investment,3,No,Agency,51.0,46-60,C0519,3,981719.26,327239.75333333336,436603.35,1108.9966666666667,2025-07-01,3,0,273,1,1,3,Global Investors
C0520,Individual,Helen,White,1970-02-11,F,USA,Oregon,Personal Use,3,Yes,Agency,56.0,46-60,C0520,3,1033523.16,344507.72000000003,454823.84,1108.9966666666667,2025-10-01,3,0,181,1,1,0,Global Investors
C0521,Individual,Stephanie,Allen,1967-04-02,F,Canada,British Columbia,Personal Use,3,No,Website,59.0,46-60,C0521,4,1074306.5,268576.625,428385.38,872.6800000000001,2025-08-01,4,0,242,1,1,3,Global Investors
C0522,Individual,Nicole,Campbell,,F,USA,Virginia,Personal Use,5,No,Agency,56.0,46-60,C0522,3,993023.13,331007.71,365717.82,1240.6066666666666,2025-12-01,2,1,120,1,1,3,Global Investors
C0523,Individual,Cynthia,Hansen,,F,USA,Colorado,Personal Use,2,No,Agency,56.0,46-60,C0523,3,928962.95,309654.31666666665,458362.92,1058.6633333333332,2025-12-01,1,2,120,1,1,3,Global Investors
C0524,Individual,Harold,Thompson,,M,USA,Washington,Personal Use,3,No,Website,56.0,46-60,C0524,3,801104.6900000001,267034.89666666667,372739.71,897.3100000000001,2024-12-01,3,0,485,1,2,3,Corporate Buyers
C0525,Individual,Frank,Gray,1950-06-12,M,USA,Arizona,Personal Use,4,Yes,Agency,76.0,60+,C0525,4,1629457.52,407364.38,528447.33,1299.3274999999999,2025-12-01,3,1,120,1,3,0,Luxury Investors
C0526,Individual,Harold,Green,,M,Germany,Bavaria,Personal Use,5,No,Website,56.0,46-60,C0526,3,1301139.77,433713.25666666665,578194.07,1592.1233333333332,2025-09-01,2,1,211,1,3,1,Luxury Investors
C0527,Individual,Andrew,Baker,,M,USA,California,Personal Use,2,No,Website,56.0,46-60,C0527,3,1138099.7,379366.56666666665,544170.95,1299.5366666666666,2024-10-01,3,0,546,1,2,1,Corporate Buyers
C0528,Individual,Benjamin,Davis,2000-08-09,M,USA,Washington,Investment,2,No,Client,26.0,18-30,C0528,3,1118472.87,372824.29000000004,518036.13,1206.2733333333333,2024-07-01,2,1,638,1,2,0,Corporate Buyers
C0529,Individual,Paul,Jordan,,M,USA,Nevada,Personal Use,4,Yes,Website,56.0,46-60,C0529,4,1268138.95,317034.7375,420874.11,1098.1675,2025-06-01,4,0,303,1,1,3,Global Investors
C0530,Individual,Patricia,Reed,1952-09-07,F,USA,Utah,Personal Use,2,Yes,Agency,74.0,60+,C0530,4,1559124.69,389781.1725,579567.49,1246.7075,2025-07-01,4,0,273,1,3,0,Luxury Investors
C0531,Individual,Emily,White,,F,USA,California,Personal Use,1,No,Website,56.0,46-60,C0531,4,1911300.7799999998,477825.19499999995,580528.21,1510.65,2025-09-01,4,0,211,1,3,1,Luxury Investors
C0532,Individual,Lauren,Moore,1979-08-12,F,Belgium,Flanders,Personal Use,2,No,Website,47.0,46-60,C0532,4,1075202.77,268800.6925,411253.4,990.9875000000001,2024-12-01,3,1,485,1,2,3,Corporate Buyers
C0533,Individual,Jeffrey,Williams,1963-09-06,M,USA,Nevada,Investment,1,No,Agency,63.0,60+,C0533,4,990028.19,247507.0475,438895.96,787.46,2025-08-01,3,1,242,1,1,3,Global Investors
C0534,Individual,Bryan,Miller,,M,USA,California,Investment,1,No,Agency,56.0,46-60,C0534,3,1133195.2,377731.73333333334,406001.38,1371.6133333333335,2024-09-01,2,1,576,1,2,1,Corporate Buyers
C0535,Individual,Judith,Allen,,F,UK,Wales,Personal Use,3,No,Agency,56.0,46-60,C0535,3,1299053.94,433017.98,494969.3,1386.32,2025-04-01,3,0,364,1,3,1,Luxury Investors
C0536,Individual,Brittany,Weaver,,F,USA,Arizona,Investment,5,Yes,Website,56.0,46-60,C0536,3,983106.8400000001,327702.28,512156.34,1104.51,2025-05-01,2,1,334,1,2,3,Corporate Buyers
C0537,Individual,Carl,Baker,,M,USA,Florida,Personal Use,2,No,Client,56.0,46-60,C0537,4,1490327.5,372581.875,595842.66,1239.145,2025-11-01,2,2,150,1,3,0,Luxury Investors
C0538,Individual,Richard,Pierce,,M,USA,California,Personal Use,1,Yes,Agency,56.0,46-60,C0538,4,1206897.7000000002,301724.42500000005,464389.02,1103.3225,2025-09-01,3,1,211,1,1,0,Global Investors
C0539,Individual,Lawrence,Bryant,,M,USA,California,Investment,1,Yes,Agency,56.0,46-60,C0539,4,1645321.2,411330.3,493737.03,1338.8999999999999,2025-12-01,3,1,120,1,3,0,Luxury Investors
C0540,Individual,Anna,Long,,F,USA,New York,Personal Use,3,No,Agency,56.0,46-60,C0540,3,494173.31,164724.43666666668,193265.77,577.2433333333333,2025-11-01,2,1,150,1,1,3,Global Investors
C0541,Individual,Anthony,Garcia,,M,UK,Northern Ireland,Personal Use,3,No,Agency,56.0,46-60,C0541,4,1721673.54,430418.385,566466.92,1296.5625,2025-12-01,4,0,120,1,3,1,Luxury Investors
C0542,Corporate,Lumina,Co,,M,Mexico,Mexico City,Personal Use,3,No,Website,56.0,46-60,C0542,4,1195819.4,298954.85,385011.74,1024.3375,2025-12-01,2,2,120,1,1,0,Global Investors
C0543,Individual,Joan,Parker,,F,USA,Texas,Personal Use,2,Yes,Website,56.0,46-60,C0543,3,753145.67,251048.55666666667,350655.95,862.8699999999999,2025-06-01,2,1,303,1,1,0,Global Investors
C0544,Individual,Kevin,White,,M,USA,Utah,Personal Use,2,No,Website,56.0,46-60,C0544,4,1636756.28,409189.07,504689.77,1326.2525,2025-07-01,4,0,273,1,3,0,Luxury Investors
C0545,Individual,Paul,Griffin,1942-08-04,M,USA,Colorado,Personal Use,1,Yes,Agency,84.0,60+,C0545,3,1260126.39,420042.12999999995,532459.61,1452.2633333333333,2025-09-01,3,0,211,1,3,0,Luxury Investors
C0546,Individual,Samuel,Flores,,M,Canada,Manitoba,Personal Use,4,No,Client,56.0,46-60,C0546,3,795528.06,265176.02,306339.37,932.37,2025-06-01,3,0,303,1,1,3,Global Investors
C0547,Individual,Diane,Allen,,F,USA,California,Investment,2,No,Agency,56.0,46-60,C0547,4,1178457.95,294614.4875,388928.18,1028.3225,2025-10-01,4,0,181,1,1,0,Global Investors
C0548,Individual,Christopher,Foster,1980-04-11,M,USA,California,Personal Use,2,No,Agency,46.0,46-60,C0548,3,1047476.9299999999,349158.9766666666,515231.68,1186.4366666666667,2024-07-01,2,1,638,1,2,1,Corporate Buyers
C0549,Individual,Daniel,Sanders,,M,USA,Florida,Personal Use,4,No,Website,56.0,46-60,C0549,3,941219.76,313739.92,386941.83,1082.75,2025-11-01,3,0,150,1,1,3,Global Investors
C0550,Corporate,Vertex,Co,1967-04-09,F,USA,Nevada,Personal Use,1,No,Agency,59.0,46-60,C0550,4,1414568.09,353642.0225,445954.78,1123.6174999999998,2024-08-01,4,0,607,1,2,0,Corporate Buyers
C0551,Individual,Billy,Freeman,,M,USA,California,Investment,4,No,Website,56.0,46-60,C0551,3,1007397.56,335799.1866666667,543106.45,1110.6233333333332,2025-03-01,3,0,395,1,2,1,Corporate Buyers
C0552,Individual,Kyle,Cook,,M,USA,Virginia,Investment,3,No,Agency,56.0,46-60,C0552,3,1141476.56,380492.1866666667,546573.79,1196.1733333333334,2025-09-01,2,1,211,1,3,1,Luxury Investors
C0553,Individual,James,Bell,,M,USA,Arizona,Personal Use,3,No,Website,56.0,46-60,C0553,3,821534.9400000001,273844.98000000004,375810.64,897.3100000000001,2025-08-01,2,1,242,1,1,3,Global Investors
C0554,Individual,Carl,Moore,,M,Australia,Victoria,Personal Use,1,Yes,Agency,56.0,46-60,C0554,4,1643592.85,410898.2125,533306.66,1295.2649999999999,2025-03-01,3,1,395,1,3,1,Luxury Investors
C0555,Individual,Aaron,Nelson,,M,USA,California,Investment,4,Yes,Agency,56.0,46-60,C0555,3,1064533.27,354844.42333333334,507714.49,1162.6166666666666,2025-08-01,2,1,242,1,1,0,Global Investors
C0556,Individual,Zachary,Sanders,,M,USA,Colorado,Personal Use,5,No,Website,56.0,46-60,C0556,3,1335478.18,445159.3933333333,508776.17,1526.9566666666667,2025-11-01,2,1,150,1,3,0,Luxury Investors
C0557,Individual,Judy,Griffin,,F,USA,Utah,Investment,2,No,Website,56.0,46-60,C0557,3,733161.98,244387.32666666666,384719.5,791.0400000000001,2025-12-01,3,0,120,1,1,3,Global Investors
C0558,Individual,Cheryl,Wood,,F,Denmark,North Denmark,Personal Use,3,No,Website,56.0,46-60,C0558,3,1033995.96,344665.32,492997.29,1092.54,2025-11-01,3,0,150,1,1,3,Global Investors
C0559,Corporate,Corvus,Co,,M,USA,California,Personal Use,5,No,Client,56.0,46-60,C0559,4,1004028.87,251007.2175,438095.92,786.87,2025-09-01,3,1,211,1,1,3,Global Investors
C0560,Individual,Janice,Nelson,,F,Australia,South Australia,Personal Use,3,No,Website,56.0,46-60,C0560,3,1433718.12,477906.04000000004,575175.8,1500.72,2025-11-01,2,1,150,1,3,1,Luxury Investors
C0561,Corporate,Bravada,Co,,F,USA,Arizona,Investment,3,No,Website,56.0,46-60,C0561,4,1589252.43,397313.1075,503687.91,1298.145,2025-01-01,4,0,454,1,3,0,Luxury Investors
C0562,Individual,Judy,Peterson,,F,USA,Utah,Investment,5,Yes,Website,56.0,46-60,C0562,4,1423675.7200000002,355918.93000000005,604532.8,1154.105,2025-07-01,4,0,273,1,3,0,Luxury Investors
C0563,Individual,William,Howard,,M,USA,California,Personal Use,2,Yes,Agency,56.0,46-60,C0563,4,1012807.9299999999,253201.98249999998,301398.29,842.75,2025-07-01,3,1,273,1,1,3,Global Investors
C0564,Individual,Scott,Adams,1952-09-02,M,USA,Texas,Personal Use,1,No,Agency,74.0,60+,C0564,3,1135017.6,378339.2,600992.42,1250.3066666666666,2025-10-01,3,0,181,1,3,0,Luxury Investors
C0565,Individual,Austin,Wood,,M,France,Brittany,Personal Use,1,No,Website,56.0,46-60,C0565,3,1043494.3200000001,347831.44,545741.02,1167.2766666666666,2025-07-01,3,0,273,1,1,0,Global Investors
C0566,Individual,Janice,Miller,2000-12-09,F,USA,Oregon,Investment,4,Yes,Agency,26.0,18-30,C0566,4,1167701.9,291925.475,575087.19,965.295,2025-09-01,4,0,211,1,1,0,Global Investors
C0567,Individual,Megan,Chavez,1953-10-07,F,Russia,Saint Petersburg,Investment,2,Yes,Agency,73.0,60+,C0567,4,1869286.1,467321.525,650710.38,1546.3875,2025-10-01,3,1,181,1,3,1,Luxury Investors
C0568,Individual,Timothy,Wright,1953-09-04,M,USA,California,Personal Use,3,No,Website,73.0,60+,C0568,3,944335.88,314778.62666666665,449151.55,1015.9399999999999,2024-09-01,1,2,576,1,2,0,Corporate Buyers
C0569,Individual,Mary,Cook,1971-12-05,F,USA,California,Personal Use,5,Yes,Client,55.0,46-60,C0569,3,1384749.3,461583.10000000003,522654.07,1460.493333333333,2025-11-01,3,0,150,1,3,1,Luxury Investors
C0570,Individual,Hannah,Peterson,1965-06-03,F,France,Occitanie,Personal Use,5,Yes,Website,61.0,60+,C0570,4,1527210.47,381802.6175,526682.25,1310.8225,2024-06-01,4,0,668,1,2,1,Corporate Buyers
C0571,Individual,Adam,Chavez,1966-07-03,M,USA,California,Personal Use,3,No,Website,60.0,46-60,C0571,4,1549969.49,387492.3725,419927.79,1458.93,2024-06-01,3,1,668,1,3,1,Luxury Investors
C0572,Individual,Ann,Johnson,1993-11-12,F,USA,California,Investment,5,No,Website,33.0,31-45,C0572,4,1519677.44,379919.36,450012.44,1228.8325,2025-04-01,4,0,364,1,3,0,Luxury Investors
C0573,Corporate,Altira,Co,,M,USA,Georgia,Personal Use,4,Yes,Agency,56.0,46-60,C0573,3,785842.76,261947.58666666667,427006.84,849.7466666666668,2024-11-01,3,0,515,1,2,3,Corporate Buyers
C0574,Individual,Gerald,Cox,,M,USA,California,Personal Use,2,No,Agency,56.0,46-60,C0574,4,1261906.32,315476.58,523216.37,1052.2475,2025-06-01,3,1,303,1,1,0,Global Investors
C0575,Individual,Brian,Hansen,,M,USA,California,Investment,2,No,Website,56.0,46-60,C0575,3,1018391.27,339463.75666666665,506852.64,1107.81,2024-12-01,2,1,485,1,2,3,Corporate Buyers
C0576,Individual,Terry,Reyes,,M,Germany,Hamburg,Personal Use,1,No,Client,56.0,46-60,C0576,3,1047406.79,349135.5966666667,516482.69,1082.8966666666668,2024-12-01,3,0,485,1,2,3,Corporate Buyers
C0577,Individual,Christopher,Miller,,M,USA,Arizona,Personal Use,3,No,Website,56.0,46-60,C0577,3,693899.0099999999,231299.66999999995,279379.41,879.3433333333332,2025-05-01,3,0,334,1,1,3,Global Investors
C0578,Individual,Lauren,Rogers,,F,USA,Arizona,Personal Use,5,Yes,Client,56.0,46-60,C0578,3,707276.53,235758.84333333335,266964.5,899.7566666666667,2025-02-01,3,0,423,1,2,3,Corporate Buyers
C0579,Individual,Christopher,Ward,1941-09-04,M,USA,Texas,Investment,3,No,Website,85.0,60+,C0579,3,1198428.6400000001,399476.2133333334,592851.63,1299.5366666666666,2025-11-01,3,0,150,1,3,0,Luxury Investors
C0580,Individual,Heather,Watson,1948-11-01,F,USA,California,Personal Use,2,Yes,Client,78.0,60+,C0580,4,2158954.7800000003,539738.6950000001,620192.42,1726.0575,2025-10-01,4,0,181,1,3,1,Luxury Investors
C0581,Individual,Kimberly,Stewart,,F,USA,California,Investment,5,Yes,Website,56.0,46-60,C0581,4,1029755.56,257438.89,371216.71,801.065,2024-09-01,3,1,576,1,2,3,Corporate Buyers
C0582,Individual,Teresa,Pierce,1940-02-10,F,USA,Washington,Investment,3,Yes,Website,86.0,60+,C0582,3,708559.1499999999,236186.3833333333,387349.97,791.0400000000001,2025-12-01,2,1,120,1,1,0,Global Investors
C0583,Individual,Kevin,Scott,,M,USA,California,Personal Use,2,No,Agency,56.0,46-60,C0583,4,1237228.18,309307.045,390024.91,996.7025,2025-12-01,4,0,120,1,1,0,Global Investors
C0584,Individual,Janice,Taylor,1982-11-03,F,USA,California,Personal Use,5,No,Website,44.0,31-45,C0584,3,1135691.62,378563.87333333335,501136.87,1350.9733333333334,2025-06-01,3,0,303,1,3,0,Luxury Investors
C0585,Individual,Anthony,Edwards,1961-02-07,M,USA,Colorado,Personal Use,3,No,Agency,65.0,60+,C0585,4,1003690.1799999999,250922.54499999998,298657.8,886.4275,2025-10-01,3,1,181,1,1,3,Global Investors
C0586,Individual,Noah,Morales,,M,USA,California,Personal Use,2,Yes,Client,56.0,46-60,C0586,3,1226524.31,408841.4366666667,553899.49,1286.4266666666667,2025-07-01,3,0,273,1,3,1,Luxury Investors
C0587,Individual,Pamela,Richardson,,F,USA,New York,Personal Use,4,No,Website,56.0,46-60,C0587,4,1093439.8399999999,273359.95999999996,386382.22,911.785,2025-10-01,4,0,181,1,1,3,Global Investors
C0588,Individual,Janice,White,,F,USA,Florida,Personal Use,2,No,Website,56.0,46-60,C0588,4,1495976.1400000001,373994.03500000003,529783.19,1271.345,2025-07-01,4,0,273,1,3,0,Luxury Investors
C0589,Individual,Christopher,Williams,,M,USA,Texas,Investment,5,No,Client,56.0,46-60,C0589,4,1982246.22,495561.555,539246.07,1699.3675,2025-09-01,3,1,211,1,3,1,Luxury Investors
C0590,Individual,Arthur,Campbell,,M,UK,Scotland,Investment,2,No,Website,56.0,46-60,C0590,4,1105388.8900000001,276347.22250000003,364484.54,935.765,2025-07-01,4,0,273,1,1,0,Global Investors
C0591,Individual,Dorothy,Long,1968-09-03,F,USA,Nevada,Personal Use,1,No,Website,58.0,46-60,C0591,3,1336217.65,445405.8833333333,473238.41,1460.493333333333,2025-02-01,3,0,423,1,3,1,Luxury Investors
C0592,Individual,Roger,Moore,1972-03-06,M,USA,Arizona,Investment,2,No,Client,54.0,46-60,C0592,3,787516.58,262505.5266666667,353140.87,851.4266666666667,2025-04-01,3,0,364,1,2,3,Corporate Buyers
C0593,Individual,Elizabeth,Carter,1952-08-08,F,USA,California,Personal Use,2,Yes,Agency,74.0,60+,C0593,4,2012063.38,503015.845,578707.72,1575.1075,2024-08-01,4,0,607,1,3,1,Luxury Investors
C0594,Individual,Diane,Patterson,1942-08-02,F,USA,Utah,Personal Use,1,No,Agency,84.0,60+,C0594,3,1137572.87,379190.9566666667,501939.76,1221.6766666666665,2025-08-01,3,0,242,1,3,0,Luxury Investors
C0595,Individual,Anna,Murray,1966-10-06,F,USA,Utah,Personal Use,3,No,Agency,60.0,46-60,C0595,3,914304.97,304768.3233333333,491381.22,934.4333333333334,2025-04-01,2,1,364,1,2,3,Corporate Buyers
C0596,Individual,Gerald,Phillips,,M,USA,Nevada,Personal Use,4,No,Agency,56.0,46-60,C0596,4,1094771.49,273692.8725,349555.66,1023.9675,2025-12-01,3,1,120,1,1,3,Global Investors
C0597,Individual,Peter,King,,M,UK,Northern Ireland,Personal Use,2,Yes,Website,56.0,46-60,C0597,3,976844.1699999999,325614.7233333333,336562.17,1033.6200000000001,2025-08-01,3,0,242,1,1,0,Global Investors
C0598,Individual,Jacob,Gray,,M,USA,Colorado,Investment,4,No,Website,56.0,46-60,C0598,4,1398930.7000000002,349732.67500000005,578866.18,1135.53,2025-12-01,4,0,120,1,1,0,Global Investors
C0599,Individual,Jennifer,Turner,,F,Canada,Alberta,Personal Use,2,No,Agency,56.0,46-60,C0599,3,1162815.78,387605.26,519841.25,1354.0866666666668,2025-06-01,3,0,303,1,3,1,Luxury Investors
C0600,Individual,Thomas,King,,M,USA,Oregon,Investment,1,No,Client,56.0,46-60,C0600,3,917709.61,305903.2033333333,331613.25,1042.71,2024-12-01,3,0,485,1,2,3,Corporate Buyers
C0601,Individual,Lisa,Nelson,,F,USA,California,Personal Use,4,No,Website,56.0,46-60,C0601,4,1700411.72,425102.93,608461.19,1307.3,2025-07-01,4,0,273,1,3,0,Luxury Investors
C0602,Individual,Albert,Hayes,,M,Germany,Bavaria,Personal Use,4,No,Agency,56.0,46-60,C0602,4,905508.82,226377.205,319887.69,748.33,2025-11-01,3,1,150,1,1,3,Global Investors
C0603,Individual,Diane,Thompson,1994-01-07,F,USA,New York,Personal Use,4,Yes,Agency,32.0,31-45,C0603,4,1218095.3,304523.825,402393.19,1027.81,2024-09-01,4,0,576,1,2,3,Corporate Buyers
C0604,Individual,Danielle,Montgomery,,F,Belgium,Wallonia,Personal Use,1,No,Agency,56.0,46-60,C0604,3,791133.03,263711.01,427718.82,919.0466666666666,2025-07-01,2,1,273,1,1,3,Global Investors
C0605,Individual,Nathan,Flores,,M,USA,Utah,Personal Use,4,Yes,Agency,56.0,46-60,C0605,4,1407314.33,351828.5825,470883.03,1267.07,2024-12-01,3,1,485,1,2,3,Corporate Buyers
C0606,Individual,Carolyn,Stone,,F,France,Ile-de-France,Investment,1,No,Website,56.0,46-60,C0606,3,1070969.53,356989.8433333333,442981.99,1146.2633333333333,2025-12-01,3,0,120,1,1,0,Global Investors
C0607,Individual,Daniel,Edwards,,M,USA,California,Personal Use,1,No,Agency,56.0,46-60,C0607,3,1125230.1199999999,375076.7066666666,381636.61,1371.6133333333335,2024-12-01,3,0,485,1,2,1,Corporate Buyers
C0608,Individual,Jerry,Adams,,M,USA,California,Personal Use,4,No,Agency,56.0,46-60,C0608,4,1201411.56,300352.89,564420.33,1018.5225,2024-06-01,3,1,668,1,2,3,Corporate Buyers
C0609,Individual,Julia,Richardson,,F,USA,Washington,Personal Use,4,No,Agency,56.0,46-60,C0609,4,1307567.64,326891.91,539078.45,1255.1325000000002,2025-08-01,4,0,242,1,1,0,Global Investors
C0610,Individual,Ann,Owens,1970-05-10,F,USA,California,Investment,4,No,Website,56.0,46-60,C0610,3,1178597.68,392865.8933333333,477431.41,1339.73,2025-09-01,3,0,211,1,3,0,Luxury Investors
C0611,Individual,Jacob,Price,1950-12-06,M,USA,California,Personal Use,4,No,Agency,76.0,60+,C0611,4,1142671.94,285667.985,433951.65,997.415,2025-07-01,4,0,273,1,1,3,Global Investors
C0612,Individual,Kevin,Wood,,M,USA,Florida,Personal Use,4,No,Agency,56.0,46-60,C0612,4,1671846.3,417961.575,633040.56,1389.15,2024-11-01,4,0,515,1,3,1,Luxury Investors
C0613,Individual,Cynthia,Cox,1995-10-02,F,Australia,Victoria,Personal Use,4,No,Agency,31.0,31-45,C0613,3,1186019.52,395339.84,447068.49,1366.5633333333335,2025-10-01,3,0,181,1,3,0,Luxury Investors
C0614,Individual,George,Bryant,1972-01-07,M,UK,Wales,Personal Use,3,Yes,Website,54.0,46-60,C0614,4,1025958.38,256489.595,323890.25,858.9825,2025-06-01,3,1,303,1,1,0,Global Investors
C0615,Individual,Jordan,King,1957-01-12,M,USA,Utah,Personal Use,2,Yes,Website,69.0,60+,C0615,4,919002.01,229750.5025,284149.74,748.33,2025-10-01,4,0,181,1,1,0,Global Investors
C0616,Individual,Julie,Brooks,,F,USA,Virginia,Investment,1,Yes,Agency,56.0,46-60,C0616,3,1013364.3,337788.10000000003,519571.55,1074.6233333333332,2025-02-01,2,1,423,1,2,3,Corporate Buyers
C0617,Individual,Carolyn,Evans,1986-10-07,F,USA,Ohio,Personal Use,5,Yes,Website,40.0,31-45,C0617,3,766861.21,255620.40333333332,408314.89,849.6366666666667,2024-10-01,3,0,546,1,2,0,Corporate Buyers
C0618,Individual,Austin,Taylor,1968-05-11,M,USA,Texas,Personal Use,3,No,Agency,58.0,46-60,C0618,3,982803.0,327601.0,498882.11,1113.29,2024-09-01,2,1,576,1,2,1,Corporate Buyers
C0619,Individual,Heather,Morales,,F,USA,Washington,Personal Use,4,No,Website,56.0,46-60,C0619,3,1411977.41,470659.13666666666,545321.51,1471.8999999999999,2024-07-01,1,2,638,1,3,1,Luxury Investors
C0620,Individual,Sarah,Howard,,F,France,Brittany,Personal Use,3,No,Website,56.0,46-60,C0620,3,1532429.29,510809.76333333337,619177.19,1504.28,2025-08-01,2,1,242,1,3,1,Luxury Investors
C0621,Individual,Jonathan,Turner,,M,Germany,Bavaria,Investment,3,Yes,Agency,56.0,46-60,C0621,3,791609.11,263869.7033333333,372530.49,869.7866666666667,2025-04-01,3,0,364,1,2,3,Corporate Buyers
C0622,Individual,Katherine,Ward,1987-10-09,F,USA,Washington,Investment,2,No,Client,39.0,31-45,C0622,3,869334.73,289778.24333333335,353174.47,980.8699999999999,2025-12-01,3,0,120,1,1,3,Global Investors
C0623,Individual,Jonathan,Adams,,M,USA,Florida,Investment,3,Yes,Client,56.0,46-60,C0623,4,1410333.45,352583.3625,490155.8,1146.02,2025-11-01,3,1,150,1,1,0,Global Investors
C0624,Individual,Carl,Jordan,2000-09-02,M,USA,Nevada,Investment,3,No,Agency,26.0,18-30,C0624,3,1215611.54,405203.8466666667,497030.07,1413.8666666666668,2025-11-01,3,0,150,1,3,0,Luxury Investors
C0625,Individual,Deborah,Hayes,1983-07-08,F,Belgium,Flanders,Investment,2,Yes,Agency,43.0,31-45,C0625,4,1000166.88,250041.72,308545.24,851.0225,2025-11-01,3,1,150,1,1,3,Global Investors
C0626,Individual,Sara,Jones,,F,Germany,Hamburg,Investment,2,No,Website,56.0,46-60,C0626,3,1061694.1300000001,353898.0433333334,448491.59,1244.5566666666666,2025-09-01,3,0,211,1,1,0,Global Investors
C0627,Individual,Katherine,Johnson,2000-11-07,F,USA,Arizona,Personal Use,3,No,Agency,26.0,18-30,C0627,4,1870806.42,467701.605,562008.09,1726.0575,2024-11-01,2,2,515,1,3,0,Luxury Investors
